UKPRN,ProviderName,ProviderType,Breakdown_code,Breakdown,Completions_2014,Completions_2015,Sustained_Employment_Rate_2014,Sustained_Employment_Rate_2015,Sustained_Learning_Rate_2014,Sustained_Learning_Rate_2015,Sustained_Positive_Destination_Rate_2014,Sustained_Positive_Destination_Rate_2015,Learning_Rate_2014,Learning_Rate_2015,Positive_Destination_Rate_2014,Positive_Destination_Rate_2015,Benefit_Learners_Completions_2014,Benefit_Learners_Completions_2015,Benefit_Learners_Sustained_Employment_Rate_2014,Benefit_Learners_Sustained_Employment_Rate_2015
10000099,ACHIEVEMENT TRAINING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,940,520,67,67,18,21,73,74,35,39,80,80,530,130,59,57
10000099,ACHIEVEMENT TRAINING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,50,x,44,x,14,x,50,x,28,x,64,x,50,x,45,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,All,All,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Gender,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Gender,Male,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Age,Under 19,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Age,19 - 24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Provision,Skills,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Level,Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Level,Level 2 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Level,Traineeships,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000115,A4E LTD,Private Sector Public Funded,All,All,7880,14620,42,41,6,7,45,44,28,28,60,58,6670,4970,41,34
10000115,A4E LTD,Private Sector Public Funded,Gender,Female,3110,4210,40,69,8,12,45,71,29,30,59,77,2380,1000,38,42
10000115,A4E LTD,Private Sector Public Funded,Gender,Male,4770,10410,43,29,4,4,45,32,27,27,61,49,4290,3970,43,32
10000115,A4E LTD,Private Sector Public Funded,Age,Under 19,x,10,x,x,x,36,x,93,x,43,x,93,.,.,.,.
10000115,A4E LTD,Private Sector Public Funded,Age,19 - 24,1710,3360,48,37,9,9,52,41,31,36,66,60,1490,1070,46,36
10000115,A4E LTD,Private Sector Public Funded,Age,25 - 49,4460,8950,42,40,5,6,45,42,28,26,61,56,3790,3110,42,33
10000115,A4E LTD,Private Sector Public Funded,Age,50+,1710,2300,34,50,4,5,37,52,25,22,53,61,1390,790,34,37
10000115,A4E LTD,Private Sector Public Funded,Provision,Skills,7680,14300,41,40,6,6,44,43,28,28,59,57,6660,4960,41,34
10000115,A4E LTD,Private Sector Public Funded,Provision,Apprenticeship,200,320,83,83,16,9,85,85,33,21,88,86,x,20,x,x
10000115,A4E LTD,Private Sector Public Funded,Level,Level 4+,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000115,A4E LTD,Private Sector Public Funded,Level,Full Level 3,110,150,83,86,13,7,84,88,25,22,86,89,x,x,x,x
10000115,A4E LTD,Private Sector Public Funded,Level,Level 3 - Other,10,30,x,x,x,29,91,79,x,64,100,82,.,x,.,x
10000115,A4E LTD,Private Sector Public Funded,Level,Full Level 2,1110,3200,54,77,6,12,57,78,23,29,66,82,860,770,49,55
10000115,A4E LTD,Private Sector Public Funded,Level,Level 2 - Other,1830,940,45,73,7,12,48,75,30,31,64,80,1600,220,45,50
10000115,A4E LTD,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),4830,10300,37,25,5,4,40,28,28,27,57,46,4200,3980,38,29
10000115,A4E LTD,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000115,A4E LTD,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,2490,2950,32,29,5,5,35,32,28,26,53,48,1970,1330,34,30
10000115,A4E LTD,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,5350,9230,46,49,6,8,50,52,28,29,64,64,4660,3140,44,39
10000115,A4E LTD,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,40,2440,45,20,x,3,50,23,21,24,61,41,40,500,44,17
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,All,All,70,.,85,.,12,.,88,.,23,.,88,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Gender,Female,60,.,85,.,14,.,88,.,22,.,88,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Gender,Male,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Age,Under 19,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Age,19 - 24,40,.,87,.,13,.,87,.,21,.,87,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Age,25 - 49,20,.,x,.,x,.,91,.,26,.,91,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Age,50+,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Provision,Skills,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Provision,Apprenticeship,60,.,83,.,10,.,86,.,17,.,86,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Level,Full Level 3,40,.,89,.,11,.,92,.,19,.,92,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Level,Full Level 2,20,.,x,.,x,.,77,.,14,.,77,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Level,Level 2 - Other,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,70,.,85,.,12,.,88,.,23,.,88,.,x,.,x,.
10000124,ACTON TRAINING CENTRE LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,All,All,1500,1360,50,54,30,27,67,69,47,43,76,75,240,200,49,49
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Female,1200,1030,49,52,28,27,65,67,45,44,75,75,170,140,51,51
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Male,310,330,53,58,35,28,74,73,53,41,80,77,70,60,43,46
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,Under 19,10,x,x,x,x,x,67,x,58,x,83,x,x,.,x,.
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,170,180,61,59,26,23,69,69,49,43,79,74,40,40,65,49
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,1030,970,51,54,31,27,69,69,47,43,78,76,140,130,50,50
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Age,50+,290,200,38,43,29,32,58,66,44,44,67,73,60,40,33,47
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Skills,1440,1300,48,53,30,28,66,68,47,44,75,75,210,190,45,49
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,60,50,80,77,17,13,81,79,34,23,86,79,30,x,x,x
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,10,40,x,73,x,8,57,78,21,10,57,78,x,x,x,x
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,210,200,67,67,24,21,77,76,39,36,82,80,50,30,66,x
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,100,60,62,60,41,36,73,74,58,43,84,75,10,x,x,x
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),1180,1060,45,50,30,29,65,66,48,45,74,74,170,150,43,44
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,380,270,33,29,40,36,65,60,59,51,76,68,70,40,43,37
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,1120,1080,55,60,26,25,68,71,43,41,76,78,170,160,51,53
10000143,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,All,All,1410,1310,57,55,26,28,70,68,41,41,77,74,450,400,48,46
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Female,1030,960,57,54,26,29,71,68,41,42,78,74,290,250,47,48
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Gender,Male,380,350,57,56,25,26,69,68,40,37,76,74,160,150,48,44
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Age,Under 19,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,180,200,60,53,30,31,73,73,46,45,81,79,50,60,63,45
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,1000,900,58,57,26,28,71,69,41,41,78,75,310,250,49,50
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Age,50+,230,220,51,46,20,23,62,58,38,37,73,66,100,90,36,36
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Skills,1410,1310,57,55,26,28,70,68,41,41,77,74,450,400,48,46
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,10,x,x,x,x,x,62,x,x,x,62,x,x,x,x,x
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,20,20,x,x,25,59,75,88,31,59,75,88,x,x,x,x
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,290,260,73,68,25,24,82,76,33,36,84,80,40,40,67,49
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,280,250,63,56,18,16,70,60,30,32,75,69,130,160,58,49
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),810,780,49,50,29,32,66,68,48,45,76,74,280,200,39,43
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,290,320,42,41,33,33,63,61,52,47,75,68,100,110,38,35
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,1120,990,61,59,24,26,72,70,38,39,78,76,350,280,51,51
10000146,BEXLEY LONDON BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,All,All,90,90,78,83,11,12,82,84,26,24,84,84,x,x,x,x
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Gender,Female,70,70,78,86,13,14,81,87,26,27,83,87,x,x,x,x
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Gender,Male,20,20,x,x,x,x,86,72,24,x,86,72,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Age,Under 19,40,30,75,x,14,21,78,88,25,32,78,88,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Age,19 - 24,50,50,80,82,8,9,84,82,25,20,88,82,.,x,.,x
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Age,25 - 49,x,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Age,50+,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Provision,Skills,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Provision,Apprenticeship,90,80,78,83,11,13,81,84,22,19,83,84,x,x,x,x
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Level,Full Level 3,30,30,x,x,10,x,90,85,14,x,90,85,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Level,Full Level 2,60,50,72,81,12,17,77,83,27,25,80,83,x,x,x,x
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Level,Level 2 - Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,90,80,82,85,10,14,84,86,26,25,86,86,x,x,x,x
10000191,ACADEMY EDUCATION LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,All,All,720,610,83,80,24,28,87,85,45,46,90,89,10,30,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Gender,Female,600,520,83,79,27,30,87,85,47,48,90,89,x,20,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Gender,Male,120,90,84,83,14,15,88,84,39,34,90,86,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Age,Under 19,80,90,81,67,56,61,88,81,70,83,92,91,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Age,19 - 24,230,180,86,86,27,23,90,90,48,40,92,92,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Age,25 - 49,350,290,81,78,17,23,85,82,41,40,88,86,x,10,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Age,50+,60,60,89,89,15,15,91,91,24,38,91,91,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Provision,Skills,200,200,81,77,25,36,86,85,70,70,93,92,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Provision,Apprenticeship,520,410,84,81,24,24,87,85,36,35,88,87,x,20,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Level,Full Level 3,310,230,85,82,15,10,87,85,22,22,88,87,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Level,Level 3 - Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Level,Full Level 2,240,200,82,80,35,40,87,86,56,51,89,88,x,10,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Level,Level 2 - Other,80,80,85,80,11,27,88,88,60,70,93,93,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),40,40,86,74,27,40,91,83,86,71,98,89,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Level,Traineeships,40,50,71,67,71,58,83,79,86,87,91,90,x,.,x,.
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,110,100,85,76,21,26,89,81,38,44,90,83,x,x,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,600,520,83,81,25,28,87,86,47,47,90,90,x,20,x,x
10000201,ALDER TRAINING LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000238,ALLIANCE LEARNING,Private Sector Public Funded,All,All,340,370,87,84,28,29,90,87,43,43,93,89,20,20,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Gender,Female,170,170,84,81,22,27,87,84,44,46,90,87,x,10,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Gender,Male,160,200,90,86,34,30,94,89,42,40,95,91,x,x,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Age,Under 19,40,50,89,84,57,56,98,87,66,71,100,91,.,.,.,.
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Age,19 - 24,180,210,87,88,32,33,91,91,47,47,94,92,10,10,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Age,25 - 49,90,100,86,75,11,12,87,79,30,24,87,82,x,x,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Age,50+,20,20,x,x,x,x,86,87,14,x,86,87,x,x,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Provision,Skills,130,150,88,82,27,28,92,87,50,53,95,90,x,10,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Provision,Apprenticeship,210,220,86,85,28,29,89,87,38,36,91,88,10,10,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Level,Level 4+,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Level,Full Level 3,100,150,82,85,7,20,83,87,12,26,85,89,x,x,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Level,Level 3 - Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Level,Full Level 2,170,140,90,85,35,32,94,88,47,42,95,90,x,10,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Level,Level 2 - Other,50,50,87,84,52,47,93,90,83,82,98,94,x,x,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),20,20,x,x,31,33,88,80,69,73,94,80,x,x,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Level,Traineeships,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,330,360,87,84,27,28,90,87,42,42,92,89,20,20,x,x
10000238,ALLIANCE LEARNING,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10000239,PRE-SCHOOL LEARNING ALLIANCE,Private Sector Public Funded,All,All,620,570,74,73,11,12,79,77,28,21,82,80,50,50,55,58
10000239,PRE-SCHOOL LEARNING ALLIANCE,Private Sector Public Funded,Gender,Female,580,520,74,73,11,13,78,78,28,22,82,80,50,50,53,55
10000239,PRE-SCHOOL LEARNING ALLIANCE,Private Sector Public Funded,Gender,Male,40,40,81,68,14,x,89,71,36,15,89,71,x,x,x,x
10000239,PRE-SCHOOL LEARNING ALLIANCE,Private Sector Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000239,PRE-SCHOOL LEARNING ALLIANCE,Private Sector Public Funded,Age,19 - 24,60,70,54,73,18,14,63,77,25,17,67,79,x,10,x,x
